restaurant_id,restaurant_name,online_order,table_booking,rating,total_votes,location,restaurant_type,dishes_liked,cuisines,cost_for_two,service_type,city_category
23646,Bun Town,Yes,No,4.0,204.0,BTM,Cafe,Tea,Cafe,500.0,Delivery,JP Nagar
23647,Ovenstory Pizza,Yes,No,3.8,122.0,Bommanahalli,Delivery,Tandoori Paneer,Pizza,750.0,Delivery,JP Nagar
23648,Guru Palace,Yes,No,3.1,106.0,Bannerghatta Road,Casual Dining,Unknown,Chinese,450.0,Delivery,JP Nagar
23649,Natural Mumbai Kulfi,Yes,No,3.5,8.0,BTM,Dessert Parlor,Unknown,Ice Cream,130.0,Delivery,JP Nagar
23651,YumYumDilli,Yes,No,0.0,0.0,JP Nagar,Delivery,Unknown,North Indian,500.0,Delivery,JP Nagar
23652,Karma Kaapi,Yes,No,4.4,181.0,Jayanagar,Beverage Shop,Pasta,Beverages,250.0,Delivery,JP Nagar
23653,Kolkata Famous Kati Rolls,Yes,No,3.1,25.0,Bannerghatta Road,Takeaway,Unknown,Fast Food,100.0,Delivery,JP Nagar
23655,Baskin Robbins,Yes,No,3.6,25.0,Jayanagar,Dessert Parlor,Unknown,Ice Cream,250.0,Delivery,JP Nagar
23659,YumYumSouth,Yes,No,0.0,0.0,JP Nagar,Delivery,Unknown,South Indian,600.0,Delivery,JP Nagar
23661,Waffle Stories,Yes,No,4.0,71.0,BTM,Dessert Parlor,Waffles,Desserts,300.0,Delivery,JP Nagar
23662,Bottle Genie,Yes,No,0.0,0.0,BTM,Takeaway,Unknown,Beverages,350.0,Delivery,JP Nagar
23667,Bubblewrap Waffle Co,Yes,No,4.4,359.0,Jayanagar,Dessert Parlor,Pizza Waffles,Desserts,400.0,Delivery,JP Nagar
23668,Chef Bakers,Yes,No,3.6,23.0,Bannerghatta Road,Bakery,Unknown,Bakery,450.0,Delivery,JP Nagar
23670,Kalpavruksha,Yes,No,3.9,99.0,Bannerghatta Road,Quick Bites,Unknown,South Indian,300.0,Delivery,JP Nagar
23672,INDULGE by InnerChef,Yes,No,0.0,0.0,JP Nagar,Bakery,Unknown,Desserts,400.0,Delivery,JP Nagar
23676,Two Friends Cauldron,Yes,Yes,4.1,459.0,JP Nagar,Casual Dining,Butter Beer,Continental,700.0,Unknown,JP Nagar
23678,Bombay Kulfi,Yes,No,3.7,41.0,JP Nagar,Dessert Parlor,Unknown,Desserts,150.0,Delivery,JP Nagar
23679,Salut,Yes,Yes,4.1,446.0,Jayanagar,Pub,Pesto Pizza,Continental,1200.0,Delivery,JP Nagar
23682,Juicy Momos,Yes,No,3.1,21.0,Bannerghatta Road,Food Court,Unknown,Tibetan,250.0,Delivery,JP Nagar
23683,Lassi Cafe,Yes,No,3.4,16.0,Bannerghatta Road,Beverage Shop,Unknown,Beverages,150.0,Delivery,JP Nagar
23684,Dessi Cuppa,Yes,No,3.4,5.0,BTM,Quick Bites,Unknown,Beverages,300.0,Delivery,JP Nagar
23687,Naati Manae,Yes,No,3.1,10.0,JP Nagar,Food Court,Unknown,South Indian,500.0,Delivery,JP Nagar
23688,Sri Sapana Dhaba,Yes,No,3.4,9.0,BTM,Quick Bites,Unknown,North Indian,250.0,Delivery,JP Nagar
23689,Speedbreaker,Yes,No,3.4,14.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,JP Nagar
23692,Navami,Yes,No,3.5,80.0,Jayanagar,Casual Dining,Biryani,Andhra,750.0,Delivery,JP Nagar
23693,SLV Ragigudda,Yes,No,0.0,0.0,Jayanagar,Quick Bites,Unknown,South Indian,400.0,Delivery,JP Nagar
23696,Tempteys,Yes,No,4.2,249.0,BTM,Dessert Parlor,Thick Shakes,Beverages,500.0,Delivery,JP Nagar
23699,Nadan Thattukada,Yes,No,3.7,35.0,BTM,Quick Bites,Unknown,Kerala,200.0,Delivery,JP Nagar
23705,Lassi Spot,Yes,No,3.3,4.0,Kumaraswamy Layout,Beverage Shop,Unknown,Unknown,100.0,Delivery,JP Nagar
23707,Krazzy Folds,Yes,Yes,4.3,1907.0,Jayanagar,Cafe,Pasta,Cafe,800.0,Unknown,Jayanagar
23710,Hatti Kaapi,Yes,No,4.0,89.0,Jayanagar,Quick Bites,Filter Coffee,South Indian,200.0,Delivery,JP Nagar
23711,Alif Restaurant,Yes,No,3.6,27.0,JP Nagar,Casual Dining,Unknown,North Indian,600.0,Delivery,JP Nagar
23713,Maiyas,Yes,No,4.0,1781.0,Jayanagar,Quick Bites,Coffee,North Indian,200.0,Delivery,JP Nagar
23714,Cafe Zuppa,Yes,No,0.0,0.0,JP Nagar,Cafe,Unknown,Cafe,450.0,Delivery,JP Nagar
23717,Roll Wala,Yes,No,3.3,7.0,JP Nagar,Takeaway,Unknown,Rolls,300.0,Delivery,JP Nagar
23719,Angel Restaurant,Yes,No,2.8,165.0,Bannerghatta Road,Quick Bites,Unknown,Kerala,450.0,Delivery,JP Nagar
23720,Chaat Cafee,Yes,No,0.0,0.0,JP Nagar,Quick Bites,Unknown,Street Food,150.0,Delivery,JP Nagar
23721,Gappe,Yes,No,3.8,32.0,Bannerghatta Road,Kiosk,Unknown,Street Food,200.0,Delivery,JP Nagar
23723,Cafe Ajfan,Yes,No,4.2,265.0,Jayanagar,Cafe,Sandwiches,Cafe,700.0,Delivery,JP Nagar
23726,Baba Chatkora,No,No,0.0,0.0,JP Nagar,Casual Dining,Dal Makhani,North Indian,1000.0,Delivery,JP Nagar
23728,Thancos Natural Ice Cream,Yes,No,3.6,28.0,BTM,Dessert Parlor,Unknown,Ice Cream,450.0,Delivery,JP Nagar
23729,Intalia,Yes,No,3.6,323.0,Bannerghatta Road,Food Court,Pasta,Pizza,800.0,Delivery,JP Nagar
23730,Chai Kraft,Yes,No,4.1,30.0,Jayanagar,Beverage Shop,Masala Chai,Beverages,100.0,Delivery,JP Nagar
23731,I Cool,Yes,No,4.0,77.0,JP Nagar,Quick Bites,Shawarma,Juices,150.0,Delivery,JP Nagar
23732,Hot Burg,Yes,No,3.5,51.0,Bannerghatta Road,Quick Bites,Unknown,Fast Food,200.0,Delivery,JP Nagar
23734,Chinese House,Yes,No,2.8,19.0,Jayanagar,Quick Bites,Unknown,Chinese,300.0,Delivery,JP Nagar
23735,Woodee Pizza,Yes,No,2.7,85.0,JP Nagar,Cafe,Pizza,Cafe,500.0,Delivery,JP Nagar
23737,Ibaco,Yes,No,4.0,129.0,Jayanagar,Dessert Parlor,Icecream Cake,Desserts,300.0,Delivery,JP Nagar
23738,Snack Knack,Yes,No,3.0,36.0,BTM,Quick Bites,Unknown,North Indian,200.0,Delivery,JP Nagar
23740,Crunchy Nights,Yes,No,3.7,28.0,BTM,Delivery,Unknown,North Indian,350.0,Delivery,JP Nagar
23742,Lassi Shop,Yes,No,0.0,0.0,JP Nagar,Dessert Parlor,Unknown,Ice Cream,80.0,Delivery,JP Nagar
23744,Mug N Bean,Yes,No,3.9,247.0,Jayanagar,Cafe,Maggi,Cafe,400.0,Delivery,JP Nagar
23745,Juicy  Spicy,Yes,No,3.2,7.0,JP Nagar,Quick Bites,Unknown,Bakery,150.0,Delivery,JP Nagar
23746,Mockaholic Restro Beer Cafe,Yes,No,3.9,914.0,JP Nagar,Bar,Beer,North Indian,1000.0,Delivery,JP Nagar
23747,Vinaya Cafe,Yes,No,3.7,55.0,JP Nagar,Quick Bites,Coffee,South Indian,200.0,Unknown,JP Nagar
23750,Bakers Town,Yes,No,3.8,77.0,Kumaraswamy Layout,Cafe,Freak Shake,Cafe,600.0,Delivery,JP Nagar
23755,Chination,Yes,No,0.0,0.0,Kumaraswamy Layout,Delivery,Unknown,Chinese,600.0,Delivery,JP Nagar
23756,Paratha Plaza,Yes,No,3.8,171.0,JP Nagar,Quick Bites,Aloo Paratha,North Indian,250.0,Delivery,JP Nagar
23757,Kettle  Kegs,Yes,No,3.3,4.0,Bannerghatta Road,Delivery,Unknown,Tea,200.0,Delivery,JP Nagar
23758,Indian Desi Momo,Yes,No,0.0,0.0,Bommanahalli,Takeaway,Unknown,Momos,200.0,Delivery,JP Nagar
23760,Berrylicious,Yes,No,3.8,89.0,JP Nagar,Dessert Parlor,Macaroon,Ice Cream,400.0,Delivery,JP Nagar
23762,Dr Sheesha,No,Yes,4.1,1445.0,JP Nagar,Cafe,Mocktails,Cafe,800.0,Delivery,JP Nagar
23763,Just Bunny,Yes,No,3.5,11.0,Jayanagar,Quick Bites,Unknown,Fast Food,200.0,Delivery,JP Nagar
23765,Prawn Crunch,Yes,No,3.2,7.0,BTM,Quick Bites,Unknown,Fast Food,400.0,Delivery,JP Nagar
23768,Udupi Upachar,Yes,No,3.3,13.0,JP Nagar,Quick Bites,Unknown,South Indian,300.0,Delivery,JP Nagar
23769,Udupi Thaja Thindi,Yes,No,2.9,42.0,BTM,Quick Bites,Masala Dosa,North Indian,250.0,Delivery,JP Nagar
23772,Only Sharjah,Yes,No,0.0,0.0,BTM,Beverage Shop,Unknown,Beverages,200.0,Delivery,JP Nagar
23774,Vaathsalya Millet Cafe,Yes,Yes,4.1,294.0,JP Nagar,Casual Dining,Khichda,Healthy Food,500.0,Delivery,JP Nagar
23778,Havmor,Yes,No,3.8,37.0,Jayanagar,Dessert Parlor,Unknown,Ice Cream,200.0,Delivery,JP Nagar
23779,Namana Garden,Yes,No,0.0,0.0,Bannerghatta Road,Quick Bites,Unknown,South Indian,250.0,Delivery,JP Nagar
23780,Samosa Express,Yes,No,3.1,9.0,BTM,Quick Bites,Unknown,Street Food,150.0,Delivery,JP Nagar
23781,Ilyazsab Shawarma Cafe,Yes,No,0.0,0.0,Jayanagar,Quick Bites,Unknown,Fast Food,300.0,Delivery,JP Nagar
23782,Paratha Junction,Yes,No,3.3,396.0,Jayanagar,Quick Bites,Paratha,North Indian,300.0,Delivery,JP Nagar
23786,Ruhs Cafe,Yes,No,4.1,464.0,BTM,Cafe,Coffee,Cafe,500.0,Delivery,JP Nagar
23787,Biryani Magic,Yes,No,3.5,31.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,JP Nagar
23788,Watsons,Yes,Yes,4.0,1016.0,JP Nagar,Pub,Beer,Finger Food,1300.0,Delivery,JP Nagar
23789,Brew Point,Yes,No,3.6,10.0,JP Nagar,Cafe,Unknown,Cafe,500.0,Delivery,JP Nagar
23791,Bengalooru Tiffanys,Yes,No,3.1,39.0,JP Nagar,Quick Bites,Unknown,South Indian,400.0,Delivery,JP Nagar
23792,Healthy Bakes n Brew,Yes,No,0.0,0.0,Jayanagar,Bakery,Unknown,Bakery,150.0,Delivery,JP Nagar
23793,Vyanjan,Yes,No,3.9,203.0,BTM,Quick Bites,Poha,North Indian,300.0,Delivery,JP Nagar
23795,Namma Banashankari Donne Biryani,Yes,No,4.0,99.0,JP Nagar,Quick Bites,Unknown,Biryani,250.0,Delivery,JP Nagar
23796,Dream a Dozen,Yes,No,4.3,134.0,JP Nagar,Delivery,Cup Cake,Bakery,300.0,Delivery,JP Nagar
23797,Eat  Joy Restaurant,Yes,No,3.1,7.0,JP Nagar,Unknown,Unknown,Fast Food,300.0,Delivery,JP Nagar
23798,Aramane Donne Briyani,Yes,No,3.9,339.0,JP Nagar,Quick Bites,Chicken Kebab,Biryani,300.0,Delivery,JP Nagar
23800,Pop Hop,Yes,No,4.1,205.0,Jayanagar,Dessert Parlor,Choco Hazelnut,Ice Cream,300.0,Delivery,JP Nagar
23801,Desi Dhaba,Yes,No,3.3,13.0,BTM,Delivery,Unknown,North Indian,400.0,Delivery,JP Nagar
23802,Seasons,No,No,3.8,500.0,Bannerghatta Road,Casual Dining,Biryani,North Indian,512.0502652372296,Delivery,JP Nagar
23803,Calorie Express,Yes,No,3.6,192.0,BTM,Delivery,Chicken Sandwich,Healthy Food,450.0,Delivery,JP Nagar
23804,Chai Culture,Yes,No,3.6,8.0,Jayanagar,Beverage Shop,Unknown,Beverages,200.0,Delivery,JP Nagar
23805,Chung Wah Opus,Yes,No,3.0,57.0,JP Nagar,Casual Dining,Rice,Chinese,650.0,Unknown,JP Nagar
23809,CHAATter Box,Yes,No,3.4,9.0,Kumaraswamy Layout,Quick Bites,Unknown,South Indian,250.0,Delivery,JP Nagar
23811,Simply Indian,Yes,Yes,3.9,681.0,Bannerghatta Road,Casual Dining,Cocktails,North Indian,800.0,Delivery,JP Nagar
23812,Chillout,Yes,No,0.0,0.0,BTM,Cafe,Unknown,Burger,200.0,Delivery,JP Nagar
23813,Happy Eats,Yes,No,0.0,0.0,JP Nagar,Delivery,Unknown,North Indian,300.0,Delivery,JP Nagar
23814,Narayany Pure Veg,Yes,No,0.0,0.0,JP Nagar,Quick Bites,Unknown,Street Food,250.0,Delivery,JP Nagar
23815,Pappu Da Dhaba,Yes,No,3.0,57.0,Jayanagar,Quick Bites,Lassi,North Indian,400.0,Delivery,JP Nagar
23816,Aramane Restaurant,Yes,Yes,2.9,90.0,Bannerghatta Road,Casual Dining,Afghan Chicken,North Indian,800.0,Delivery,JP Nagar
23819,Xpress Chai,Yes,No,3.2,6.0,BTM,Beverage Shop,Unknown,Tea,150.0,Delivery,JP Nagar
23821,New Udupi Upahar,Yes,No,3.5,23.0,Jayanagar,Quick Bites,Unknown,South Indian,300.0,Delivery,JP Nagar
23822,Marenahalli Donne Biriyani,Yes,No,3.9,261.0,JP Nagar,Quick Bites,Unknown,Biryani,300.0,Delivery,JP Nagar
23824,Alankrutha,Yes,No,3.9,258.0,BTM,Casual Dining,Chicken Biryani,Andhra,500.0,Delivery,JP Nagar
23825,Chatter Platter,Yes,No,3.4,30.0,BTM,Quick Bites,Unknown,Street Food,300.0,Delivery,JP Nagar
23826,New Mogul Empire,Yes,No,3.3,6.0,JP Nagar,Quick Bites,Unknown,North Indian,300.0,Delivery,JP Nagar
23827,Biryani Nights,Yes,No,3.6,19.0,Bannerghatta Road,Quick Bites,Unknown,South Indian,400.0,Delivery,JP Nagar
23829,Bottle Breacher,No,Yes,4.1,1195.0,JP Nagar,Casual Dining,Chicken Biryani,Italian,1200.0,Unknown,JP Nagar
23832,Hotel Smile,Yes,No,3.1,6.0,Jayanagar,Casual Dining,Unknown,North Indian,550.0,Delivery,JP Nagar
23833,Just Chill,Yes,No,3.4,54.0,BTM,Beverage Shop,Unknown,Beverages,250.0,Delivery,JP Nagar
23835,Mirch Masala,Yes,No,3.4,6.0,JP Nagar,Quick Bites,Unknown,North Indian,500.0,Delivery,JP Nagar
23840,Petoo,Yes,No,4.0,23.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,JP Nagar
23844,Midnight Mania,Yes,No,4.1,601.0,BTM,Quick Bites,Peri Peri Chicken,Pizza,700.0,Delivery,JP Nagar
23845,Chilld Monk,Yes,No,3.5,8.0,BTM,Dessert Parlor,Unknown,Desserts,250.0,Delivery,JP Nagar
23847,Churchills,Yes,Yes,4.1,1405.0,JP Nagar,Casual Dining,Cocktails,North Indian,1100.0,Delivery,JP Nagar
23848,AM WOW,Yes,No,3.4,6.0,Jayanagar,Beverage Shop,Unknown,Beverages,100.0,Delivery,JP Nagar
23849,Prems Graama Bhojanam,Yes,No,4.3,325.0,Jayanagar,Casual Dining,Veg Thali,South Indian,400.0,Delivery,JP Nagar
23851,Sri Sankara Cafe,Yes,No,3.6,26.0,BTM,Quick Bites,Unknown,South Indian,100.0,Delivery,JP Nagar
23852,Ramji Chaiwale,Yes,No,3.6,20.0,Jayanagar,Quick Bites,Unknown,Beverages,250.0,Delivery,JP Nagar
23854,Fudge,Yes,No,3.2,12.0,Jayanagar,Dessert Parlor,Unknown,Desserts,200.0,Delivery,JP Nagar
23855,Mumbai Kulfi,Yes,No,0.0,0.0,JP Nagar,Dessert Parlor,Unknown,Desserts,200.0,Delivery,JP Nagar
23858,Khana Khazana,Yes,No,3.7,22.0,Bannerghatta Road,Delivery,Unknown,North Indian,400.0,Delivery,JP Nagar
23859,Momo Junction,Yes,No,3.8,87.0,Bannerghatta Road,Takeaway,Unknown,Fast Food,100.0,Delivery,JP Nagar
23860,Eat Repeat Express,Yes,No,3.2,20.0,JP Nagar,Casual Dining,Unknown,North Indian,700.0,Delivery,JP Nagar
23863,Cookie Man,Yes,No,0.0,0.0,Bannerghatta Road,Dessert Parlor,Unknown,Bakery,150.0,Delivery,JP Nagar
23864,Wudfyr,Yes,No,0.0,0.0,JP Nagar,Quick Bites,Unknown,Fast Food,700.0,Delivery,JP Nagar
23865,Manjushree Upahara,Yes,No,3.8,32.0,Bannerghatta Road,Quick Bites,Unknown,South Indian,150.0,Delivery,JP Nagar
23866,New South Corner,Yes,No,3.7,20.0,BTM,Quick Bites,Unknown,South Indian,300.0,Delivery,JP Nagar
23868,Euki,Yes,Yes,4.1,553.0,Jayanagar,Casual Dining,Pasta,Italian,900.0,Delivery,JP Nagar
23872,Aramane Donne Biriyani,Yes,No,3.9,191.0,BTM,Quick Bites,Egg Biryani,Biryani,300.0,Unknown,BTM
23874,Vidya Cafe,Yes,No,3.2,4.0,JP Nagar,Quick Bites,Unknown,Burger,300.0,Delivery,JP Nagar
23875,Woodys,Yes,No,2.6,208.0,JP Nagar,Casual Dining,Curd Rice,Chinese,650.0,Delivery,JP Nagar
23877,SLV Upachar,Yes,No,3.1,14.0,Kumaraswamy Layout,Quick Bites,Unknown,South Indian,250.0,Delivery,JP Nagar
23879,Garma Garam,Yes,No,3.2,146.0,Bannerghatta Road,Quick Bites,Chicken Biryani,North Indian,350.0,Unknown,Bannerghatta Road
23883,Kalpavriksha Upahara,Yes,No,3.9,126.0,Jayanagar,Quick Bites,Coffee,South Indian,400.0,Delivery,JP Nagar
23884,Caffe Pascucci,Yes,Yes,4.0,790.0,JP Nagar,Casual Dining,Coffee,Continental,1300.0,Delivery,JP Nagar
23885,Chocoberry,Yes,No,3.5,56.0,Jayanagar,Dessert Parlor,Waffles,Ice Cream,400.0,Delivery,JP Nagar
23886,SSV Upahar,Yes,No,0.0,0.0,Jayanagar,Quick Bites,Unknown,South Indian,300.0,Delivery,JP Nagar
23887,Sattvam,No,No,4.3,357.0,JP Nagar,Casual Dining,Noodles,North Indian,1200.0,Unknown,JP Nagar
23890,Hotel Annapoorna,Yes,No,3.2,9.0,Bannerghatta Road,Quick Bites,Unknown,South Indian,400.0,Delivery,JP Nagar
23891,Eatery Have U Been,Yes,No,3.4,35.0,BTM,Cafe,Unknown,Cafe,500.0,Delivery,JP Nagar
23892,Birinz,Yes,No,4.1,295.0,BTM,Casual Dining,Chicken Boneless Biryani,Biryani,700.0,Delivery,JP Nagar
23893,PK Dhaba,Yes,No,0.0,0.0,Marathahalli,Dhaba,Unknown,North Indian,250.0,Delivery,JP Nagar
23895,Waah Biryani,No,No,3.8,117.0,JP Nagar,Quick Bites,Biryani,North Indian,350.0,Unknown,JP Nagar
23897,Mangalore Pearl,Yes,No,3.8,243.0,Jayanagar,Casual Dining,Neer Dosa,Mangalorean,650.0,Delivery,JP Nagar
23899,Khans Biryani,Yes,No,3.0,11.0,BTM,Quick Bites,Unknown,Biryani,300.0,Delivery,JP Nagar
23902,Sri Banashankari Upahara,Yes,No,0.0,0.0,Kumaraswamy Layout,Quick Bites,Unknown,North Indian,150.0,Delivery,JP Nagar
23903,Hyderabad Biryaani House,Yes,No,3.6,798.0,Bannerghatta Road,Casual Dining,Chicken Biryani,Biryani,550.0,Delivery,JP Nagar
23906,Gyani Da Punjabi Dhaba,Yes,No,3.9,1189.0,BTM,Quick Bites,Lassi,North Indian,500.0,Delivery,JP Nagar
23907,Willys Top Cafe,Yes,No,4.0,310.0,Jayanagar,Cafe,Coffee Shake,Cafe,750.0,Delivery,JP Nagar
23909,RSS Donne Biryani,Yes,No,3.3,59.0,BTM,Quick Bites,Unknown,Biryani,300.0,Delivery,JP Nagar
23911,New Friends,Yes,No,3.8,273.0,BTM,Casual Dining,Fritters,North Indian,900.0,Unknown,BTM
23913,Hotel Aradhana,Yes,No,3.7,51.0,Bannerghatta Road,Quick Bites,Akki Rottis,North Indian,300.0,Delivery,JP Nagar
23915,Biryani Junction,Yes,No,2.3,298.0,Bommanahalli,Quick Bites,Raita,Biryani,450.0,Delivery,JP Nagar
23918,Anjappar,No,No,3.1,97.0,JP Nagar,Casual Dining,Biryani,Chettinad,650.0,Delivery,JP Nagar
23919,Hyderabadi Bawarchi,Yes,No,3.2,136.0,Bannerghatta Road,Casual Dining,Raita,North Indian,500.0,Unknown,Bannerghatta Road
23921,Dining Hut,Yes,No,3.5,10.0,Kumaraswamy Layout,Quick Bites,Unknown,North Indian,400.0,Delivery,JP Nagar
23924,Desi Swaad,Yes,No,3.5,11.0,Kumaraswamy Layout,Quick Bites,Unknown,North Indian,400.0,Delivery,JP Nagar
23925,Kesariya,No,Yes,4.2,1242.0,JP Nagar,Casual Dining,Kheer,Rajasthani,1200.0,Delivery,JP Nagar
23927,Chillz,No,No,3.5,12.0,JP Nagar,Quick Bites,Unknown,Fast Food,100.0,Delivery,JP Nagar
23928,Muddhe Bytes,Yes,No,3.6,30.0,Bannerghatta Road,Quick Bites,Unknown,South Indian,300.0,Delivery,JP Nagar
23930,Donne Biriyani Mane,Yes,No,3.1,73.0,Kumaraswamy Layout,Quick Bites,Unknown,Biryani,300.0,Delivery,JP Nagar
23932,Once In Nature,Yes,No,3.7,37.0,JP Nagar,Quick Bites,Unknown,Healthy Food,300.0,Delivery,JP Nagar
23935,D View Cafe,Yes,No,4.0,516.0,JP Nagar,Cafe,Chicken Lollipop,Cafe,1000.0,Delivery,JP Nagar
23936,Biriyani Bhatti,Yes,No,3.8,30.0,BTM,Quick Bites,Unknown,Chinese,400.0,Delivery,JP Nagar
23940,Mr Cane,Yes,No,0.0,0.0,Bommanahalli,Beverage Shop,Unknown,Juices,100.0,Delivery,JP Nagar
23941,Dakshin Cafe,Yes,No,3.7,28.0,Kumaraswamy Layout,Quick Bites,Unknown,South Indian,100.0,Delivery,JP Nagar
23942,Apsara Ice Cream,No,No,4.3,251.0,JP Nagar,Dessert Parlor,Panipuri,Ice Cream,200.0,Delivery,JP Nagar
23943,Shuddh Desi Khana,Yes,No,4.1,600.0,Bannerghatta Road,Quick Bites,Paratha,North Indian,400.0,Delivery,JP Nagar
23945,Akshaya Donne Biriyani,Yes,No,3.0,39.0,JP Nagar,Quick Bites,Unknown,Biryani,300.0,Delivery,JP Nagar
23951,Dosa Bazaar,Yes,No,4.0,113.0,JP Nagar,Quick Bites,Cheese Dosa,Street Food,200.0,Delivery,JP Nagar
23952,Mudpipe Cafe,Yes,Yes,3.9,728.0,JP Nagar,Cafe,Coffee,Cafe,800.0,Delivery,JP Nagar
23953,Hum Biryani,Yes,No,3.4,17.0,BTM,Delivery,Unknown,Biryani,600.0,Delivery,JP Nagar
23955,Devs Gugababa,Yes,No,3.5,177.0,BTM,Quick Bites,Fish,Bengali,500.0,Delivery,JP Nagar
23957,Calvins,Yes,No,0.0,0.0,Bommanahalli,Takeaway,Unknown,Desserts,800.0,Delivery,JP Nagar
23958,Rayaans BBQ,Yes,No,3.3,6.0,BTM,Quick Bites,Unknown,North Indian,350.0,Delivery,JP Nagar
23960,Rajdhani Thali Restaurant,Yes,Yes,3.9,564.0,Bannerghatta Road,Casual Dining,Mango Lassi,North Indian,900.0,Delivery,JP Nagar
23962,Karavali Family Restaurant,Yes,No,3.5,90.0,Jayanagar,Casual Dining,Unknown,Seafood,500.0,Delivery,JP Nagar
23964,Cross Road Cafe,Yes,No,3.9,91.0,Jayanagar,Cafe,Momos,Cafe,300.0,Delivery,JP Nagar
23966,Skytouch Le Cafe,Yes,No,3.7,127.0,JP Nagar,Cafe,Pizza,Cafe,700.0,Delivery,JP Nagar
23970,KakalKai Ruchi,Yes,No,3.7,218.0,JP Nagar,Casual Dining,Masala Dosa,North Indian,500.0,Delivery,JP Nagar
23971,Bangaliana,Yes,No,2.9,154.0,Bannerghatta Road,Quick Bites,Masala Prawn,Bengali,600.0,Delivery,JP Nagar
23972,Cafe Hops,No,No,3.7,24.0,JP Nagar,Dessert Parlor,Unknown,Desserts,300.0,Delivery,JP Nagar
23973,Delifusion  Hunger Sorted,Yes,No,3.3,6.0,Bannerghatta Road,Quick Bites,Unknown,Continental,500.0,Delivery,JP Nagar
23974,Just Bake,Yes,No,2.6,22.0,Bannerghatta Road,Bakery,Unknown,Bakery,400.0,Delivery,JP Nagar
23977,Knight Ryders,Yes,No,3.4,239.0,BTM,Delivery,Unknown,North Indian,400.0,Unknown,BTM
23981,New Prashanth Hotel,Yes,No,3.6,142.0,Jayanagar,Casual Dining,Ragi Mudde,South Indian,750.0,Delivery,JP Nagar
23982,Arun Icecreams,No,No,3.4,6.0,JP Nagar,Dessert Parlor,Unknown,Ice Cream,200.0,Delivery,JP Nagar
23984,Anirams,Yes,No,4.1,740.0,JP Nagar,Delivery,Chilli Chicken,Chinese,500.0,Delivery,JP Nagar
23986,Lassi Corner,No,No,0.0,0.0,JP Nagar,Beverage Shop,Unknown,Beverages,200.0,Delivery,JP Nagar
23987,Crafted Plate,Yes,Yes,4.2,239.0,JP Nagar,Casual Dining,Burgers,Cafe,600.0,Unknown,JP Nagar
23989,Chulha Chauki Da Dhaba,Yes,No,4.3,2420.0,JP Nagar,Casual Dining,Chilli Babycorn,North Indian,800.0,Unknown,JP Nagar
23993,Advika Briyani Center,No,No,3.2,10.0,JP Nagar,Delivery,Unknown,Biryani,300.0,Delivery,JP Nagar
23995,Desi Rasoi,Yes,Yes,3.8,362.0,Jayanagar,Casual Dining,Hara Bhara Kebab,Biryani,600.0,Delivery,JP Nagar
23999,Chill Magic,No,No,0.0,0.0,JP Nagar,Beverage Shop,Unknown,Juices,200.0,Delivery,JP Nagar
24000,Ugadi,No,No,2.9,177.0,Jayanagar,Casual Dining,Prawn Biryani,North Indian,700.0,Unknown,Jayanagar
24002,Punjabi Corner,Yes,No,3.9,202.0,Bannerghatta Road,Quick Bites,Paratha,North Indian,250.0,Delivery,JP Nagar
24003,Shanghai Court,Yes,No,4.2,421.0,Bannerghatta Road,Casual Dining,Chicken Manchow Soup,Chinese,700.0,Delivery,JP Nagar
24006,Le Centre Jeunesse,Yes,No,0.0,0.0,Bannerghatta Road,Quick Bites,Unknown,Continental,400.0,Delivery,JP Nagar
24007,Chung Wah,Yes,No,4.0,539.0,Bannerghatta Road,Casual Dining,Chicken Chowmein,Chinese,800.0,Delivery,JP Nagar
24010,Nellore Ruchulu,Yes,No,3.7,32.0,Bannerghatta Road,Casual Dining,Unknown,North Indian,800.0,Delivery,JP Nagar
24013,Gams Delicacy,No,No,3.2,6.0,JP Nagar,Casual Dining,Unknown,North Indian,800.0,Delivery,JP Nagar
24016,Nanna Munna Paratha House,Yes,No,4.0,109.0,BTM,Quick Bites,Paratha,North Indian,300.0,Delivery,JP Nagar
24017,Biriyani Mane,Yes,No,3.9,130.0,Jayanagar,Quick Bites,Biryani,North Indian,400.0,Unknown,Jayanagar
24020,Armaani Caffe,Yes,No,3.5,12.0,BTM,Quick Bites,Unknown,Fast Food,250.0,Delivery,JP Nagar
24021,Shree Guru Juice N Ice,Yes,No,3.3,5.0,Bannerghatta Road,Quick Bites,Unknown,Fast Food,250.0,Delivery,JP Nagar
24025,Mahek Pizza,Yes,No,3.9,38.0,JP Nagar,Quick Bites,Unknown,Pizza,400.0,Delivery,JP Nagar
24026,Halli Mane MUDDE OOTA,Yes,No,3.5,14.0,JP Nagar,Quick Bites,Unknown,South Indian,300.0,Delivery,JP Nagar
24027,Eatsomnia,Yes,No,0.0,0.0,JP Nagar,Delivery,Unknown,North Indian,500.0,Delivery,JP Nagar
24028,Dilli ,Yes,No,0.0,0.0,South Bangalore,Delivery,Unknown,North Indian,500.0,Delivery,JP Nagar
24029,Coastal Mama,No,Yes,4.1,468.0,JP Nagar,Casual Dining,Murgh Ghee Roast,Konkan,700.0,Delivery,JP Nagar
